SUBDIVISION,YEAR,ANNUAL
Matathwada,2002,722.1
Matathwada,2003,720.1
Matathwada,2004,678.7
Matathwada,2005,940.5
Matathwada,2006,872.9
Matathwada,2007,714.6
Matathwada,2008,646.3
Matathwada,2009,668.9
Matathwada,2010,1011.6
Matathwada,2011,663.5
Matathwada,2012,526.7
Matathwada,2013,888
Matathwada,2014,548.9
Matathwada,2015,532.2
Matathwada,2016,949
Matathwada,2017,755.6
Vidarbha,1901,1093.3
Vidarbha,1902,748.9
Vidarbha,1903,1229.4
Vidarbha,1904,753.2
Vidarbha,1905,941.8
Vidarbha,1906,1191.2
Vidarbha,1907,1010.8
Vidarbha,1908,1243.4
Vidarbha,1909,1061.6
Vidarbha,1910,1294
Vidarbha,1911,982.8
Vidarbha,1912,1014
Vidarbha,1913,1052.6
Vidarbha,1914,1199
Vidarbha,1915,1199.6
Vidarbha,1916,1362.3
Vidarbha,1917,1396.9
Vidarbha,1918,801.4
Vidarbha,1919,1212.6
Vidarbha,1920,578.5
Vidarbha,1921,1085.6
Vidarbha,1922,1109.8
Vidarbha,1923,941.3
Vidarbha,1924,994.2
Vidarbha,1925,941.1
Vidarbha,1926,1071.1
Vidarbha,1927,1167.4
Vidarbha,1928,1017.5
Vidarbha,1929,912.5
Vidarbha,1930,983.1
Vidarbha,1931,1404.2
Vidarbha,1932,1130.5
Vidarbha,1933,1502.3
Vidarbha,1934,1218.3
Vidarbha,1935,1158
Vidarbha,1936,1451.2
Vidarbha,1937,1319.1
Vidarbha,1938,1460.9
Vidarbha,1939,881.9
Vidarbha,1940,1357.5
Vidarbha,1941,828.9
Vidarbha,1942,1341.7
Vidarbha,1943,1018.2
Vidarbha,1944,1367.8
Vidarbha,1945,1199.4
Vidarbha,1946,1173
Vidarbha,1947,1168.3
Vidarbha,1948,1182.8
Vidarbha,1949,1398.3
Vidarbha,1950,793.5
Vidarbha,1951,1082.3
Vidarbha,1952,807.7
Vidarbha,1953,1137.8
Vidarbha,1954,1100.4
Vidarbha,1955,1368.7
Vidarbha,1956,1124.6
Vidarbha,1957,1070.9
Vidarbha,1958,1172.2
Vidarbha,1959,1606.3
Vidarbha,1960,1065
Vidarbha,1961,1440.8
Vidarbha,1962,1152.6
Vidarbha,1963,1147.8
Vidarbha,1964,1010.7
Vidarbha,1965,743.6
Vidarbha,1966,1002.9
Vidarbha,1967,1128.4
Vidarbha,1968,922.9
Vidarbha,1969,992.9
Vidarbha,1970,1240.6
Vidarbha,1971,882.4
Vidarbha,1972,740.8
Vidarbha,1973,1162.4
Vidarbha,1974,840.8
Vidarbha,1975,1324.1
Vidarbha,1976,974.6
Vidarbha,1977,1068
Vidarbha,1978,1249.4
Vidarbha,1979,1087.2
Vidarbha,1980,1042.6
Vidarbha,1981,1218.6
Vidarbha,1982,856.1
Vidarbha,1983,1240.4
Vidarbha,1984,810.6
Vidarbha,1985,876.9
Vidarbha,1986,1157
Vidarbha,1987,822.6
Vidarbha,1988,1308.7
Vidarbha,1989,997.7
Vidarbha,1990,1505
Vidarbha,1991,838.7
Vidarbha,1992,1148.6
Vidarbha,1993,1023
Vidarbha,1994,1427.1
Vidarbha,1995,1077.5
Vidarbha,1996,855
Vidarbha,1997,1039.3
Vidarbha,1998,1061.7
Vidarbha,1999,1165.1
Vidarbha,2000,1105.2
Vidarbha,2001,1122.1
Vidarbha,2002,925.8
Vidarbha,2003,1018.6
Vidarbha,2004,731.9
Vidarbha,2005,1214.6
Vidarbha,2006,1215.6
Vidarbha,2007,1167
Vidarbha,2008,866.6
Vidarbha,2009,770.8
Vidarbha,2010,1338.1
Vidarbha,2011,893.2
Vidarbha,2012,1107.7
Vidarbha,2013,1520
Vidarbha,2014,919.1
Vidarbha,2015,993.8
Vidarbha,2016,1163.8
Vidarbha,2017,803
Chhattisgarh,1901,1387
Chhattisgarh,1902,923.9
Chhattisgarh,1903,1331.2
Chhattisgarh,1904,1492.4
Chhattisgarh,1905,1251.1
Chhattisgarh,1906,1394.6
Chhattisgarh,1907,1308.8
Chhattisgarh,1908,1488.7
Chhattisgarh,1909,1284.1
Chhattisgarh,1910,1407.2
Chhattisgarh,1911,1504.1
Chhattisgarh,1912,1227
Chhattisgarh,1913,1234.6
Chhattisgarh,1914,1418.1
Chhattisgarh,1915,1455.9
Chhattisgarh,1916,1443
Chhattisgarh,1917,1727.7
Chhattisgarh,1918,1377.2
Chhattisgarh,1919,1859
Chhattisgarh,1920,1203.4
Chhattisgarh,1921,1319.4
Chhattisgarh,1922,1308.8
Chhattisgarh,1923,1387.2
Chhattisgarh,1924,1334.2
Chhattisgarh,1925,1737.1
Chhattisgarh,1926,1634.9
Chhattisgarh,1927,1537.1
Chhattisgarh,1928,1219.2
Chhattisgarh,1929,1663.8
Chhattisgarh,1930,1383.5
Chhattisgarh,1931,1467
Chhattisgarh,1932,1357.6
Chhattisgarh,1933,1650.6
Chhattisgarh,1934,1529.2
Chhattisgarh,1935,1269.2
Chhattisgarh,1936,1826.2
Chhattisgarh,1937,1616.8
Chhattisgarh,1938,1505.8
Chhattisgarh,1939,1480.3
Chhattisgarh,1940,1448.4
Chhattisgarh,1941,1005.1
Chhattisgarh,1942,1598.3
Chhattisgarh,1943,1645.1
Chhattisgarh,1944,1792.7
Chhattisgarh,1945,1585.6
Chhattisgarh,1946,1599
Chhattisgarh,1947,1599.6
Chhattisgarh,1948,1491.7
Chhattisgarh,1949,1499.6
Chhattisgarh,1950,1292.2
Chhattisgarh,1951,1411.6
Chhattisgarh,1952,1396.4
Chhattisgarh,1953,1370.2
Chhattisgarh,1954,1193.7
Chhattisgarh,1955,1440.7
Chhattisgarh,1956,1557
Chhattisgarh,1957,1222.4
Chhattisgarh,1958,1520.9
Chhattisgarh,1959,1544.2
Chhattisgarh,1960,1364.3
Chhattisgarh,1961,1974
Chhattisgarh,1962,1124.7
Chhattisgarh,1963,1337.2
Chhattisgarh,1964,1509.1
Chhattisgarh,1965,941.6
Chhattisgarh,1966,1087.1
Chhattisgarh,1967,1472.5
Chhattisgarh,1968,1168
Chhattisgarh,1969,1172.6
Chhattisgarh,1970,1501.5
Chhattisgarh,1971,1533.8
Chhattisgarh,1972,1198.9
Chhattisgarh,1973,1467.3
Chhattisgarh,1974,951
Chhattisgarh,1975,1475.5
Chhattisgarh,1976,1379.3
Chhattisgarh,1977,1465.5
Chhattisgarh,1978,1370.4
Chhattisgarh,1979,904.6
Chhattisgarh,1980,1495.4
Chhattisgarh,1981,1216.2
Chhattisgarh,1982,1197.4
Chhattisgarh,1983,1371.9
Chhattisgarh,1984,1254.7
Chhattisgarh,1985,1237.5
Chhattisgarh,1986,1368.6
Chhattisgarh,1987,1142.8
Chhattisgarh,1988,1206.3
Chhattisgarh,1989,1187.2
Chhattisgarh,1990,1643.8
Chhattisgarh,1991,1220.8
Chhattisgarh,1992,1156.6
Chhattisgarh,1993,1205.3
Chhattisgarh,1994,1754.5
Chhattisgarh,1995,1280.7
Chhattisgarh,1996,1187
Chhattisgarh,1997,1317.2
Chhattisgarh,1998,1332.5
Chhattisgarh,1999,1322.6
Chhattisgarh,2000,906.3
Chhattisgarh,2001,1600.1
Chhattisgarh,2002,990.2
Chhattisgarh,2003,1694.3
Chhattisgarh,2004,1144.5
Chhattisgarh,2005,1287.2
Chhattisgarh,2006,1317.7
Chhattisgarh,2007,1281.2
Chhattisgarh,2008,1108.5
Chhattisgarh,2009,956.6
Chhattisgarh,2010,1306.6
Chhattisgarh,2011,1302.7
Chhattisgarh,2012,1377.4
Chhattisgarh,2013,1420
Chhattisgarh,2014,1278.7
Chhattisgarh,2015,1117.6
Chhattisgarh,2016,1315.8
Chhattisgarh,2017,1124.4
Coastal Andhra Pradesh,1901,993.8
Coastal Andhra Pradesh,1902,1063.6
Coastal Andhra Pradesh,1903,1316.2
Coastal Andhra Pradesh,1904,860.2
Coastal Andhra Pradesh,1905,795.2
Coastal Andhra Pradesh,1906,1021.5
Coastal Andhra Pradesh,1907,817.9
Coastal Andhra Pradesh,1908,842.3
Coastal Andhra Pradesh,1909,867.6
Coastal Andhra Pradesh,1910,1254.6
Coastal Andhra Pradesh,1911,819.5
Coastal Andhra Pradesh,1912,903.6
Coastal Andhra Pradesh,1913,841
Coastal Andhra Pradesh,1914,1013.2
Coastal Andhra Pradesh,1915,1347.4
Coastal Andhra Pradesh,1916,1351.2
Coastal Andhra Pradesh,1917,1289.6
Coastal Andhra Pradesh,1918,778
Coastal Andhra Pradesh,1919,1141.4
Coastal Andhra Pradesh,1920,723.5
Coastal Andhra Pradesh,1921,1015
Coastal Andhra Pradesh,1922,853.3
Coastal Andhra Pradesh,1923,1126.4
Coastal Andhra Pradesh,1924,1182
Coastal Andhra Pradesh,1925,1238.5
Coastal Andhra Pradesh,1926,870.7
Coastal Andhra Pradesh,1927,1053
Coastal Andhra Pradesh,1928,1101.3
Coastal Andhra Pradesh,1929,859.1
Coastal Andhra Pradesh,1930,1222.7
Coastal Andhra Pradesh,1931,1287.1
Coastal Andhra Pradesh,1932,971.5
Coastal Andhra Pradesh,1933,1087.3
Coastal Andhra Pradesh,1934,884.2
Coastal Andhra Pradesh,1935,751.1
Coastal Andhra Pradesh,1936,1328.7
Coastal Andhra Pradesh,1937,892.2
Coastal Andhra Pradesh,1938,1206.2
Coastal Andhra Pradesh,1939,1070.3
Coastal Andhra Pradesh,1940,1069
Coastal Andhra Pradesh,1941,1026.5
Coastal Andhra Pradesh,1942,879.8
Coastal Andhra Pradesh,1943,977.9
Coastal Andhra Pradesh,1944,1155.9
Coastal Andhra Pradesh,1945,991.5
Coastal Andhra Pradesh,1946,970.2
Coastal Andhra Pradesh,1947,1126.2
Coastal Andhra Pradesh,1948,1024.6
Coastal Andhra Pradesh,1949,1217.3
Coastal Andhra Pradesh,1950,986
Coastal Andhra Pradesh,1951,1096.1
Coastal Andhra Pradesh,1952,916.7
Coastal Andhra Pradesh,1953,990
Coastal Andhra Pradesh,1954,1153.5
Coastal Andhra Pradesh,1955,1378.9
Coastal Andhra Pradesh,1956,1408.5
Coastal Andhra Pradesh,1957,1017.6
Coastal Andhra Pradesh,1958,1605.3
Coastal Andhra Pradesh,1959,1120.7
Coastal Andhra Pradesh,1960,943.6
Coastal Andhra Pradesh,1961,1119.2
Coastal Andhra Pradesh,1962,1345.5
Coastal Andhra Pradesh,1963,1023.9
Coastal Andhra Pradesh,1964,1061
Coastal Andhra Pradesh,1965,754.2
Coastal Andhra Pradesh,1966,954.7
Coastal Andhra Pradesh,1967,843.1
Coastal Andhra Pradesh,1968,838.9
Coastal Andhra Pradesh,1969,1279.7
Coastal Andhra Pradesh,1970,1064.2
Coastal Andhra Pradesh,1971,1033.2
Coastal Andhra Pradesh,1972,1028.5
Coastal Andhra Pradesh,1973,859.1
Coastal Andhra Pradesh,1974,944.9
Coastal Andhra Pradesh,1975,1192.4
Coastal Andhra Pradesh,1976,1090.3
Coastal Andhra Pradesh,1977,1132.8
Coastal Andhra Pradesh,1978,1038.3
Coastal Andhra Pradesh,1979,934.1
Coastal Andhra Pradesh,1980,1014.8
Coastal Andhra Pradesh,1981,929.3
Coastal Andhra Pradesh,1982,888.5
Coastal Andhra Pradesh,1983,1196
Coastal Andhra Pradesh,1984,785.2
Coastal Andhra Pradesh,1985,967.6
Coastal Andhra Pradesh,1986,1009.7
Coastal Andhra Pradesh,1987,1079.9
Coastal Andhra Pradesh,1988,1164.8
Coastal Andhra Pradesh,1989,1030
Coastal Andhra Pradesh,1990,1611.1
Coastal Andhra Pradesh,1991,1122.1
Coastal Andhra Pradesh,1992,1001
Coastal Andhra Pradesh,1993,869.7
Coastal Andhra Pradesh,1994,1155.1
Coastal Andhra Pradesh,1995,1352
Coastal Andhra Pradesh,1996,1210.9
Coastal Andhra Pradesh,1997,972.1
Coastal Andhra Pradesh,1998,1310.8
Coastal Andhra Pradesh,1999,825.1
Coastal Andhra Pradesh,2000,992.3
Coastal Andhra Pradesh,2001,1009.3
Coastal Andhra Pradesh,2002,703.2
Coastal Andhra Pradesh,2003,1096.8
Coastal Andhra Pradesh,2004,873.6
Coastal Andhra Pradesh,2005,1221.6
Coastal Andhra Pradesh,2006,1159.6
Coastal Andhra Pradesh,2007,1099.2
Coastal Andhra Pradesh,2008,1107.5
Coastal Andhra Pradesh,2009,790.5
Coastal Andhra Pradesh,2010,1712.4
Coastal Andhra Pradesh,2011,861.9
Coastal Andhra Pradesh,2012,1318.4
Coastal Andhra Pradesh,2013,1120.5
Coastal Andhra Pradesh,2014,874.9
Coastal Andhra Pradesh,2015,1010.9
Coastal Andhra Pradesh,2016,908.9
Coastal Andhra Pradesh,2017,892.7
Telangana,1901,827.7
Telangana,1902,630.4
Telangana,1903,1283.4
Telangana,1904,526.7
Telangana,1905,724.9
Telangana,1906,855.2
Telangana,1907,843.7
Telangana,1908,982.8
Telangana,1909,769.5
Telangana,1910,975.9
Telangana,1911,662
Telangana,1912,743.8
Telangana,1913,732.2
Telangana,1914,1083.5
Telangana,1915,1022
Telangana,1916,1162.6
Telangana,1917,1206
Telangana,1918,554.7
Telangana,1919,894.6
Telangana,1920,437
Telangana,1921,1003.3
Telangana,1922,767.5
Telangana,1923,786.2
Telangana,1924,944.5
Telangana,1925,1167.9
Telangana,1926,763.5
Telangana,1927,1005.5
Telangana,1928,1006.4
Telangana,1929,790.5
Telangana,1930,835.8
Telangana,1931,1183.1
Telangana,1932,949.9
Telangana,1933,1396.3
Telangana,1934,927.9
Telangana,1935,898.5
Telangana,1936,1157
Telangana,1937,866.1
Telangana,1938,1175.3
Telangana,1939,740
Telangana,1940,1082.6
Telangana,1941,594.4
Telangana,1942,906.9
Telangana,1943,899.3
Telangana,1944,960.5
Telangana,1945,1027.4
Telangana,1946,822.8
Telangana,1947,1005.5
Telangana,1948,915
Telangana,1949,1038.6
Telangana,1950,761.3
Telangana,1951,900.8
Telangana,1952,729.7
Telangana,1953,1272.1
Telangana,1954,928.4
Telangana,1955,1203.2
Telangana,1956,1120.5
Telangana,1957,983.2
Telangana,1958,1113.9
Telangana,1959,1224.1
Telangana,1960,839.5
Telangana,1961,1146.5
Telangana,1962,1138.7
Telangana,1963,1010.1
Telangana,1964,887.5
Telangana,1965,778.9
Telangana,1966,970.9
Telangana,1967,942.1
Telangana,1968,748.7
Telangana,1969,1047.1
Telangana,1970,970.3
Telangana,1971,729.1
Telangana,1972,670.7
Telangana,1973,1042.5
Telangana,1974,830.4
Telangana,1975,1215.8
Telangana,1976,1035.6
Telangana,1977,808.6
Telangana,1978,1311.7
Telangana,1979,791.7
Telangana,1980,922.6
Telangana,1981,1143.5
Telangana,1982,933.2
Telangana,1983,1497.5
Telangana,1984,742.8
Telangana,1985,785.9
Telangana,1986,1007.3
Telangana,1987,976.9
Telangana,1988,1544.9
Telangana,1989,1161
Telangana,1990,1425.7
Telangana,1991,849.1
Telangana,1992,863.5
Telangana,1993,885.6
Telangana,1994,975.7
Telangana,1995,1286
Telangana,1996,986.8
Telangana,1997,856
Telangana,1998,1093
Telangana,1999,863.8
Telangana,2000,1078
Telangana,2001,922.3
Telangana,2002,765.3
Telangana,2003,963.2
Telangana,2004,667
Telangana,2005,1163.1
Telangana,2006,1053
Telangana,2007,843.3
Telangana,2008,1035.3
Telangana,2009,666.3
Telangana,2010,1276.4
Telangana,2011,753.1
Telangana,2012,1008.6
Telangana,2013,1348.7
Telangana,2014,746.4
Telangana,2015,857.3
Telangana,2016,1043.4
Telangana,2017,815.7
Rayalseema,1901,714
Rayalseema,1902,818.4
Rayalseema,1903,1138.2
Rayalseema,1904,433.4
Rayalseema,1905,703.4
Rayalseema,1906,912.6
Rayalseema,1907,640.4
Rayalseema,1908,617.1
Rayalseema,1909,870.6
Rayalseema,1910,1001.1
Rayalseema,1911,590.6
Rayalseema,1912,745.5
Rayalseema,1913,616.3
Rayalseema,1914,678.3
Rayalseema,1915,923.1
Rayalseema,1916,1047
Rayalseema,1917,933.1
Rayalseema,1918,645.8
Rayalseema,1919,890.5
Rayalseema,1920,674.8
Rayalseema,1921,743.6
Rayalseema,1922,770.3
Rayalseema,1923,515.8
Rayalseema,1924,684.3
Rayalseema,1925,865.5
Rayalseema,1926,682.6
Rayalseema,1927,682
Rayalseema,1928,711.3
Rayalseema,1929,696.6
Rayalseema,1930,995.5
Rayalseema,1931,719.2
Rayalseema,1932,635.8
Rayalseema,1933,678.2
Rayalseema,1934,611.5
Rayalseema,1935,782.3
Rayalseema,1936,695.6
Rayalseema,1937,775.4
Rayalseema,1938,674.4
Rayalseema,1939,798.2
Rayalseema,1940,904.6
Rayalseema,1941,653.5
Rayalseema,1942,536.9
Rayalseema,1943,1036.5
Rayalseema,1944,917.4
Rayalseema,1945,604.1
Rayalseema,1946,953.7
Rayalseema,1947,624.3
Rayalseema,1948,608.9
Rayalseema,1949,826.5
Rayalseema,1950,510.9
Rayalseema,1951,538.4
Rayalseema,1952,701.2
Rayalseema,1953,795.7
Rayalseema,1954,785.4
Rayalseema,1955,816.4
Rayalseema,1956,931
Rayalseema,1957,571.7
Rayalseema,1958,808.4
Rayalseema,1959,635.8
Rayalseema,1960,744
Rayalseema,1961,651.5
Rayalseema,1962,816.3
Rayalseema,1963,709.1
Rayalseema,1964,791.6
Rayalseema,1965,595.9
Rayalseema,1966,904.1
Rayalseema,1967,737.6
Rayalseema,1968,623.9
Rayalseema,1969,842.4
Rayalseema,1970,776.4
Rayalseema,1971,621.1
Rayalseema,1972,826
Rayalseema,1973,689.5
Rayalseema,1974,728.5
Rayalseema,1975,1041.6
Rayalseema,1976,817
Rayalseema,1977,866.6
Rayalseema,1978,869.3
Rayalseema,1979,813.4
Rayalseema,1980,573.7
Rayalseema,1981,785.2
Rayalseema,1982,595.6
Rayalseema,1983,943
Rayalseema,1984,733
Rayalseema,1985,685.8
Rayalseema,1986,580.9
Rayalseema,1987,769.5
Rayalseema,1988,842.3
Rayalseema,1989,693.7
Rayalseema,1990,930.7
Rayalseema,1991,967.5
Rayalseema,1992,596
Rayalseema,1993,887.1
Rayalseema,1994,690.5
Rayalseema,1995,874.3
Rayalseema,1996,1277.7
Rayalseema,1997,835
Rayalseema,1998,948.1
Rayalseema,1999,537.2
Rayalseema,2000,871.3
Rayalseema,2001,924.5
Rayalseema,2002,615.2
Rayalseema,2003,725.5
Rayalseema,2004,741.7
Rayalseema,2005,1066.4
Rayalseema,2006,638.1
Rayalseema,2007,980.6
Rayalseema,2008,798
Rayalseema,2009,688.2
Rayalseema,2010,963.5
Rayalseema,2011,738
Rayalseema,2012,715
Rayalseema,2013,762.6
Rayalseema,2014,551.8
Rayalseema,2015,1047.1
Rayalseema,2016,555.4
Rayalseema,2017,834.5
Tamil Nadu,1901,960.3
Tamil Nadu,1902,1138.2
Tamil Nadu,1903,1163.9
Tamil Nadu,1904,663.1
Tamil Nadu,1905,821.1
Tamil Nadu,1906,990.2
Tamil Nadu,1907,885.6
Tamil Nadu,1908,765
Tamil Nadu,1909,954.6
Tamil Nadu,1910,943.7
Tamil Nadu,1911,814.9
Tamil Nadu,1912,904.1
Tamil Nadu,1913,878.8
Tamil Nadu,1914,953.3
Tamil Nadu,1915,988.5
Tamil Nadu,1916,897.4
Tamil Nadu,1917,948.3
Tamil Nadu,1918,871.7
Tamil Nadu,1919,1028.6
Tamil Nadu,1920,1154.2
Tamil Nadu,1921,979.4
Tamil Nadu,1922,1080.5
Tamil Nadu,1923,834.1
Tamil Nadu,1924,895.1
Tamil Nadu,1925,1013.3
Tamil Nadu,1926,815.6
Tamil Nadu,1927,829.9
Tamil Nadu,1928,970.8
Tamil Nadu,1929,977.7
Tamil Nadu,1930,1275.4
Tamil Nadu,1931,1039.8
Tamil Nadu,1932,1109.8
Tamil Nadu,1933,1010.9
Tamil Nadu,1934,839.7
Tamil Nadu,1935,893.9
Tamil Nadu,1936,944.5
Tamil Nadu,1937,1020.1
Tamil Nadu,1938,783.2
Tamil Nadu,1939,1055.8
Tamil Nadu,1940,1178.5
Tamil Nadu,1941,1006.9
Tamil Nadu,1942,847.3
Tamil Nadu,1943,1187.3
Tamil Nadu,1944,1227.6
Tamil Nadu,1945,784
Tamil Nadu,1946,1294.1
Tamil Nadu,1947,939.5
Tamil Nadu,1948,906.7
Tamil Nadu,1949,840.7
Tamil Nadu,1950,747.5
Tamil Nadu,1951,855.1
Tamil Nadu,1952,716.4
Tamil Nadu,1953,968
Tamil Nadu,1954,1016.3
Tamil Nadu,1955,1060.6
Tamil Nadu,1956,989.7
Tamil Nadu,1957,866.9
Tamil Nadu,1958,852.5
Tamil Nadu,1959,894.3
Tamil Nadu,1960,1013.9
Tamil Nadu,1961,910.7
Tamil Nadu,1962,941.6
Tamil Nadu,1963,1072.8
Tamil Nadu,1964,910.6
Tamil Nadu,1965,921.8
Tamil Nadu,1966,1166.9
Tamil Nadu,1967,899.1
Tamil Nadu,1968,789.4
Tamil Nadu,1969,961.8
Tamil Nadu,1970,942.1
Tamil Nadu,1971,1047.6
Tamil Nadu,1972,1093.4
Tamil Nadu,1973,858.5
Tamil Nadu,1974,652.8
Tamil Nadu,1975,923.6
Tamil Nadu,1976,858.9
Tamil Nadu,1977,1246
Tamil Nadu,1978,998.8
Tamil Nadu,1979,1103.4
Tamil Nadu,1980,709.1
Tamil Nadu,1981,1045.9
Tamil Nadu,1982,678.6
Tamil Nadu,1983,1007.7
Tamil Nadu,1984,1023.8
Tamil Nadu,1985,1063.5
Tamil Nadu,1986,953
Tamil Nadu,1987,963.5
Tamil Nadu,1988,837.2
Tamil Nadu,1989,856.5
Tamil Nadu,1990,903.2
Tamil Nadu,1991,954.8
Tamil Nadu,1992,918.7
Tamil Nadu,1993,1082.3
Tamil Nadu,1994,905.9
Tamil Nadu,1995,843.4
Tamil Nadu,1996,1069.4
Tamil Nadu,1997,950.5
Tamil Nadu,1998,1079.7
Tamil Nadu,1999,922.6
Tamil Nadu,2000,972
Tamil Nadu,2001,483.4
Tamil Nadu,2002,318
Tamil Nadu,2003,348.5
Tamil Nadu,2004,1037.6
Tamil Nadu,2005,1365.3
Tamil Nadu,2006,927.9
Tamil Nadu,2007,1067.2
Tamil Nadu,2008,1203.4
Tamil Nadu,2009,928.5
Tamil Nadu,2010,1095.2
Tamil Nadu,2011,926.5
Tamil Nadu,2012,636.1
Tamil Nadu,2013,741.9
Tamil Nadu,2014,913
Tamil Nadu,2015,1204.6
Tamil Nadu,2016,535
Tamil Nadu,2017,973
Coastal Karnataka,1901,3056.9
Coastal Karnataka,1902,3699.2
Coastal Karnataka,1903,3317.4
Coastal Karnataka,1904,3141.1
Coastal Karnataka,1905,2652.3
Coastal Karnataka,1906,2836
Coastal Karnataka,1907,3535.2
Coastal Karnataka,1908,3655.5
Coastal Karnataka,1909,3172.9
Coastal Karnataka,1910,3020.8
Coastal Karnataka,1911,2522.3
Coastal Karnataka,1912,3395.9
Coastal Karnataka,1913,2836.3
Coastal Karnataka,1914,3872.7
Coastal Karnataka,1915,2648.7
Coastal Karnataka,1916,3467.9
Coastal Karnataka,1917,3424.1
Coastal Karnataka,1918,2510.9
Coastal Karnataka,1919,2918.1
Coastal Karnataka,1920,2789.2
Coastal Karnataka,1921,3007.4
Coastal Karnataka,1922,3332.6
Coastal Karnataka,1923,3681.1
Coastal Karnataka,1924,3528.9
Coastal Karnataka,1925,3581.3
Coastal Karnataka,1926,2956.4
Coastal Karnataka,1927,3216.4
Coastal Karnataka,1928,3339.6
Coastal Karnataka,1929,3663.6
Coastal Karnataka,1930,2913
Coastal Karnataka,1931,3842.4
Coastal Karnataka,1932,3423.4
Coastal Karnataka,1933,4139.5
Coastal Karnataka,1934,3011.8
Coastal Karnataka,1935,2886
Coastal Karnataka,1936,3324.7
Coastal Karnataka,1937,3314.2
Coastal Karnataka,1938,3150.9
Coastal Karnataka,1939,2744.2
Coastal Karnataka,1940,3723.9
Coastal Karnataka,1941,2515.1
Coastal Karnataka,1942,3502.6
Coastal Karnataka,1943,3577.2
Coastal Karnataka,1944,2984.5
Coastal Karnataka,1945,3079.3
Coastal Karnataka,1946,4041.4
Coastal Karnataka,1947,3338
Coastal Karnataka,1948,3626.6
Coastal Karnataka,1949,3362.4
Coastal Karnataka,1950,3766.1
Coastal Karnataka,1951,3124.3
Coastal Karnataka,1952,2896.6
Coastal Karnataka,1953,3463.3
Coastal Karnataka,1954,3821.5
Coastal Karnataka,1955,3552.5
Coastal Karnataka,1956,3856.6
Coastal Karnataka,1957,3174.8
Coastal Karnataka,1958,3687.4
Coastal Karnataka,1959,4330.8
Coastal Karnataka,1960,3504.2
Coastal Karnataka,1961,5553.9
Coastal Karnataka,1962,4017.7
Coastal Karnataka,1963,3171.3
Coastal Karnataka,1964,3140.5
Coastal Karnataka,1965,2831.1
Coastal Karnataka,1966,2976.6
Coastal Karnataka,1967,3181.8
Coastal Karnataka,1968,3461
Coastal Karnataka,1969,3342.9
Coastal Karnataka,1970,4042
Coastal Karnataka,1971,3235.2
Coastal Karnataka,1972,2856.9
Coastal Karnataka,1973,3126
Coastal Karnataka,1974,3433.5
Coastal Karnataka,1975,4300
Coastal Karnataka,1976,2933.9
Coastal Karnataka,1977,3379
Coastal Karnataka,1978,3862.9
Coastal Karnataka,1979,2823.4
Coastal Karnataka,1980,3762
Coastal Karnataka,1981,3848.6
Coastal Karnataka,1982,4090.9
Coastal Karnataka,1983,3942.2
Coastal Karnataka,1984,3359
Coastal Karnataka,1985,3015.7
Coastal Karnataka,1986,2934.5
Coastal Karnataka,1987,2716.2
Coastal Karnataka,1988,3466.6
Coastal Karnataka,1989,3215.6
Coastal Karnataka,1990,4120.4
Coastal Karnataka,1991,3719.7
Coastal Karnataka,1992,3882.2
Coastal Karnataka,1993,3481.3
Coastal Karnataka,1994,4636.3
Coastal Karnataka,1995,3357.8
Coastal Karnataka,1996,3188.9
Coastal Karnataka,1997,3953.6
Coastal Karnataka,1998,3707.9
Coastal Karnataka,1999,3779.9
Coastal Karnataka,2000,3351.3
Coastal Karnataka,2001,3111.6
Coastal Karnataka,2002,2793.1
Coastal Karnataka,2003,3071.9
Coastal Karnataka,2004,3070
Coastal Karnataka,2005,3470.9
Coastal Karnataka,2006,3837.3
Coastal Karnataka,2007,3860.2
Coastal Karnataka,2008,3206.4
Coastal Karnataka,2009,3862
Coastal Karnataka,2010,3686.8
Coastal Karnataka,2011,3908.6
Coastal Karnataka,2012,3118.2
Coastal Karnataka,2013,4229.4
Coastal Karnataka,2014,3684.4
Coastal Karnataka,2015,3106
Coastal Karnataka,2016,2619.7
Coastal Karnataka,2017,2947.6
North Interior Karnataka,1901,773
North Interior Karnataka,1902,716.1
North Interior Karnataka,1903,928.5
North Interior Karnataka,1904,578.6
North Interior Karnataka,1905,506.2
North Interior Karnataka,1906,783.8
North Interior Karnataka,1907,746.7
North Interior Karnataka,1908,595.1
North Interior Karnataka,1909,675.8
North Interior Karnataka,1910,759.4
North Interior Karnataka,1911,510
North Interior Karnataka,1912,758.7
North Interior Karnataka,1913,572.3
North Interior Karnataka,1914,824.8
North Interior Karnataka,1915,753.3
North Interior Karnataka,1916,1087.9
North Interior Karnataka,1917,823.8
North Interior Karnataka,1918,528
North Interior Karnataka,1919,727.1
North Interior Karnataka,1920,470.3
North Interior Karnataka,1921,582.8
North Interior Karnataka,1922,509
North Interior Karnataka,1923,602.8
North Interior Karnataka,1924,591.2
North Interior Karnataka,1925,642.6
North Interior Karnataka,1926,581
North Interior Karnataka,1927,680.8
North Interior Karnataka,1928,768.5
North Interior Karnataka,1929,598
North Interior Karnataka,1930,632.7
North Interior Karnataka,1931,719.2
North Interior Karnataka,1932,808.8
North Interior Karnataka,1933,947.3
North Interior Karnataka,1934,591.2
North Interior Karnataka,1935,714.9
North Interior Karnataka,1936,564.7
